lat,long,sog,cog,heading,rot,nav_stt,timestamp,mmsi,shiptype
41.45482,29.24266,1.0,136.6999969482422,227.0,-9.0,0.0,2022-04-21 02:45:00,636021111,75
41.212814,29.11795,6.699999809265137,208.3999938964844,205.0,0.0,0.0,2022-04-26 11:34:00,636015946,75
41.304913,36.407444,0.1000000014901161,11.199999809265137,326.0,-5.0,1.0,2022-05-07 11:02:00,538006399,75
43.768116,28.91695,7.0,354.70001220703125,6.0,0.0,0.0,2022-03-19 10:26:00,620558000,75
40.387726,27.99716,0.2000000029802322,356.70001220703125,97.0,0.0,1.0,2022-02-20 19:41:00,214182766,75
43.61759,28.917913,102.3000030517578,360.0,36.0,0.0,1.0,2022-03-21 03:06:00,273427090,75
44.141552,28.779154,0.1000000014901161,318.3999938964844,172.0,0.0,1.0,2022-04-25 06:29:00,256296000,75
41.998894,35.143486,5.199999809265137,259.3999938964844,263.0,-128.0,0.0,2022-02-25 05:33:00,273329300,75
41.361427,29.219646,9.899999618530272,322.29998779296875,511.0,-128.0,0.0,2022-03-18 05:31:00,215979000,75
40.8,28.7836,4.199999809265137,54.5,60.0,0.0,0.0,2022-03-14 06:36:00,273352800,75
43.11167,27.961924,0.1000000014901161,254.1000061035156,6.0,0.0,1.0,2022-04-10 22:16:00,271042325,75
40.9575,28.887833,0.2000000029802322,177.39999389648438,45.0,-12.0,1.0,2022-03-10 11:37:00,271046350,75
41.3303,36.380905,0.8999999761581421,360.0,306.0,127.0,1.0,2022-03-20 03:00:00,356624000,75
40.837624,28.95002,13.100000381469728,176.0,174.0,1.0,0.0,2022-04-24 23:04:00,477792700,75
40.791016,29.546297,1.2000000476837158,166.0,511.0,-128.0,0.0,2022-05-11 03:34:00,271049387,75
41.26543,29.110346,5.099999904632568,150.6999969482422,151.0,6.0,0.0,2022-02-20 13:23:00,511100474,75
43.94483,38.836735,10.100000381469728,241.0,244.0,0.0,0.0,2022-05-13 00:19:00,355095000,75
42.342712,35.34886,12.5,270.6000061035156,274.0,0.0,0.0,2022-02-18 05:06:00,256337000,75
41.150967,29.06285,6.699999809265137,352.79998779296875,355.0,0.0,8.0,2022-03-25 08:16:00,273391200,75
44.06497,29.306133,2.0,44.0,120.0,12.0,0.0,2022-03-26 21:57:00,305470000,75
41.54784,31.9096,0.1000000014901161,326.1000061035156,290.0,1.0,1.0,2022-03-25 19:20:00,636020873,75
41.496292,29.020767,3.299999952316284,238.8999938964844,209.0,-18.0,0.0,2022-02-17 12:28:00,636018751,75
40.938282,28.838367,0.1000000014901161,319.0,57.0,0.0,0.0,2022-03-14 15:26:00,271048485,75
44.729008,37.800594,0.1000000014901161,349.1000061035156,7.0,0.0,5.0,2022-03-04 05:32:00,636018396,75
41.38146,31.495243,8.199999809265137,63.09999847412109,60.0,0.0,1.0,2022-05-03 12:19:00,354129000,75
44.13102,28.781233,0.2000000029802322,223.8000030517578,135.0,0.0,1.0,2022-04-26 10:55:00,314532000,75
40.631805,28.90569,9.899999618530272,239.3000030517578,240.0,0.0,0.0,2022-02-24 02:43:00,215602000,75
40.952568,28.945753,8.5,181.3000030517578,184.0,0.0,0.0,2022-04-11 19:57:00,273371950,75
44.147415,28.75828,0.1000000014901161,175.5,14.0,0.0,1.0,2022-03-05 17:26:00,511100328,75
41.01596,28.026306,0.1000000014901161,158.8000030517578,12.0,0.0,1.0,2022-03-09 23:43:00,312056000,75
41.4669,31.778383,1.2999999523162842,285.8999938964844,321.0,0.0,1.0,2022-02-28 12:03:00,214182787,75
44.081146,28.773027,9.199999809265137,337.29998779296875,342.0,127.0,0.0,2022-03-12 13:06:00,511100502,75
41.299175,29.187613,12.0,30.799999237060547,26.0,0.0,0.0,2022-04-24 05:39:00,357621000,75
40.713165,28.674433,0.3000000119209289,76.0,88.0,0.0,0.0,2022-04-13 06:12:00,538005146,75
44.6751,37.842014,0.1000000014901161,116.0,32.0,0.0,0.0,2022-03-09 15:36:00,667001716,75
44.15119,28.64536,0.1000000014901161,176.5,251.0,0.0,5.0,2022-03-12 20:06:00,636019221,75
44.612675,37.76342,0.8999999761581421,360.0,116.0,9.0,0.0,2022-03-22 08:36:00,636015150,75
40.707108,29.465286,0.1000000014901161,279.6000061035156,511.0,-128.0,5.0,2022-04-09 07:16:00,636017429,75
44.506107,37.303665,8.199999809265137,305.20001220703125,310.0,11.0,0.0,2022-03-13 05:16:00,273378000,75
42.154785,41.622,0.1000000014901161,313.0,205.0,0.0,1.0,2022-03-10 03:35:00,271000359,75
40.76603,29.540674,2.900000095367432,332.79998779296875,325.0,0.0,0.0,2022-04-11 09:23:00,273314480,75
40.81126,29.110796,8.5,81.30000305175781,79.0,0.0,0.0,2022-02-26 14:43:00,356602000,75
40.38174,27.980093,0.1000000014901161,290.29998779296875,50.0,0.0,1.0,2022-03-26 05:30:00,352646000,75
40.969,28.887707,0.1000000014901161,209.6000061035156,59.0,0.0,0.0,2022-03-16 10:06:00,271040291,75
40.94991,28.866453,5.5,241.8000030517578,242.0,0.0,0.0,2022-03-29 08:42:00,271040291,75
40.969334,28.898907,0.1000000014901161,175.0,49.0,-9.0,1.0,2022-03-13 03:56:00,271000253,75
40.961006,28.73998,0.4000000059604645,327.29998779296875,37.0,0.0,1.0,2022-03-20 11:12:00,215500000,75
44.14161,28.66032,1.0,254.1000061035156,511.0,-128.0,8.0,2022-03-15 21:16:00,267211000,75
40.983055,28.926598,0.1000000014901161,232.3999938964844,87.0,0.0,1.0,2022-04-16 07:28:00,577081000,75
40.911823,28.971327,4.900000095367432,45.900001525878906,35.0,0.0,8.0,2022-05-11 10:09:00,511100502,75
44.52332,37.57312,2.0,288.8999938964844,190.0,0.0,0.0,2022-03-31 12:07:00,249349000,75
44.210865,36.542274,5.699999809265137,4.400000095367432,11.0,0.0,0.0,2022-04-27 01:45:00,214182750,75
45.07025,29.742107,0.3000000119209289,69.9000015258789,60.0,-18.0,1.0,2022-05-07 11:26:00,351222000,75
40.703033,28.65948,0.8999999761581421,184.3999938964844,54.0,0.0,0.0,2022-02-25 15:28:00,477745200,75
40.70152,29.46452,0.1000000014901161,289.20001220703125,511.0,-128.0,15.0,2022-03-11 11:56:00,374525000,75
44.51248,37.684772,12.5,219.0,218.0,0.0,0.0,2022-05-10 12:24:00,538007627,75
44.458794,37.365833,0.1000000014901161,181.6000061035156,47.0,0.0,0.0,2022-05-05 14:00:00,273416980,75
44.41902,37.712593,1.600000023841858,316.20001220703125,71.0,-9.0,0.0,2022-04-02 20:02:00,636020513,75
40.78312,28.80518,0.3000000119209289,2.5,342.0,16.0,0.0,2022-02-17 04:03:00,245726000,75
40.958916,28.916117,0.1000000014901161,17.0,359.0,0.0,1.0,2022-02-24 01:13:00,312043000,75
41.107647,29.067854,8.300000190734863,40.400001525878906,40.0,0.0,0.0,2022-03-23 06:41:00,538003253,75
41.432274,29.18912,0.6000000238418579,308.6000061035156,312.0,0.0,0.0,2022-02-22 20:03:00,566502000,75
42.158848,35.98912,9.300000190734863,91.0999984741211,87.0,0.0,0.0,2022-05-14 00:09:00,577448000,75
41.995083,35.192417,6.800000190734863,263.20001220703125,264.0,0.0,0.0,2022-04-03 19:12:00,273311400,75
44.069973,36.480644,10.699999809265137,58.20000076293945,61.0,0.0,0.0,2022-04-11 02:32:00,273218870,75
44.532948,35.669827,0.8999999761581421,290.6000061035156,262.0,0.0,0.0,2022-04-24 18:09:00,273349080,75
40.945263,28.884327,0.1000000014901161,292.8999938964844,235.0,0.0,1.0,2022-03-16 16:16:00,538006581,75
40.740192,29.385996,6.699999809265137,259.20001220703125,264.0,0.0,5.0,2022-03-07 06:36:00,247305000,75
41.292755,36.364815,0.699999988079071,167.5,320.0,-6.0,0.0,2022-03-20 16:51:00,334991000,75
45.11855,36.537605,0.3000000119209289,219.6999969482422,32.0,0.0,0.0,2022-04-29 10:06:00,273351620,75
42.19102,41.59652,0.1000000014901161,324.6000061035156,201.0,1.0,1.0,2022-05-08 03:06:00,564469000,75
40.75888,29.438553,0.1000000014901161,28.299999237060547,50.0,0.0,2.0,2022-02-26 14:30:00,271002598,75
44.721325,37.80864,1.7000000476837158,55.20000076293945,244.0,0.0,0.0,2022-03-30 14:42:00,677016100,75
41.165333,29.071016,5.800000190734863,38.0,37.0,-128.0,0.0,2022-05-02 04:54:00,355427000,75
43.120834,27.960167,0.5,100.0,301.0,12.0,0.0,2022-03-13 02:47:00,256463000,75
40.923843,28.968483,7.400000095367432,327.0,329.0,0.0,0.0,2022-04-10 00:52:00,271044965,75
44.713737,37.825787,0.1000000014901161,57.09999847412109,511.0,-128.0,5.0,2022-03-22 15:57:00,273389870,75
44.573532,37.90045,0.2000000029802322,3.0,31.0,0.0,1.0,2022-03-22 08:52:00,354447000,75
